"CP_Station.Name.x","CP_No..of.Ports.x","CP_lon.x","CP_lat.x","CP_Station.Name.y","CP_No..of.Ports.y","CP_lon.y","CP_lat.y","EV_X","EV_Station.ID","EV_Station.name","EV_Location","EV_Island","EV_Address","EV_City","EV_State","EV_Zip.Code","EV_Latitude","EV_Longitude","EV_Contact.Name","EV_Charge.Fee","EV_Park.Fee","EV_Parking.Lot","EV_Hours","EV_Ports","EV_Restrictions","EV_Number.of.Stations","EV_Charge.Fees","EV_Manufacturers","EV_Charging.Levels","EV_Date.Initially.Added","EV_NewLat","EV_NewLong"
"UH MAUI COLLEGE / KAAIKE 4",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 2",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 4",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 1",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 3",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 4",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 3",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 3",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 3",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 2",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 3",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 1",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 2",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 4",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 2",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 3",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 2",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 2",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 2",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 1",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 1",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 4",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 1",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 3",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 1",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 2",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"UH MAUI COLLEGE / KAAIKE 1",2,NA,NA,"UH MAUI COLLEGE / KAAIKE 1",2,-156.4809719,20.8923019,137,627,"University of Hawai‘i Maui College","Parking lot at Kaaike building under PV Array.","Maui","Wahinepio Ave","Kahului","HI",96732,"20°53′32″.568 N","156°28′50″.772 S",NA,"Free","Free",NA,"7 am to 9 pm",8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,"Free","ChargePoint",2,"01 July 2014",20.89238,-156.48077
"TARGET CORP / KONA T2412",2,NA,NA,"TARGET CORP / KONA T2412",2,-156.0030595,19.6479382,160,675,"Target- Hawaii-Kona","Charging Station is near the exit doors in the middle across from the handicap stalls","Hawaii","74-5455 Makala Blvd","Kailua Kona","HI",96740,"19°38′52″.080 N","156°00′09″.972 S",NA,"free for first 2 hours, $2/hr after initial 2hrs","Free",NA,"6am-11pm",2,"Need to download ChargePoint App or have Membership card to activate charge session",1,"Free","ChargePoint",2,"01 April 2015",19.6478,-156.00277
"TARGET CORP / KAILUA T2697 2",2,NA,NA,"TARGET CORP / KAILUA T2697 2",2,-157.7394305,21.3914281,184,735,"Target- Kailua","Target","Oahu","345 Hahani St","Kailua","HI",96734,"21°23′25″.980 N","157°44′22″.920 S",NA,"first two hours free, $2 after",NA,NA,"24/7",2,"requires charge point card",2,"Paid","ChargePoint",2,"27 October 2015",21.39055,-157.7397
"TARGET CORP / KAILUA T2697 2",2,NA,NA,"TARGET CORP / KAILUA T2697",2,-157.7394305,21.3914281,184,735,"Target- Kailua","Target","Oahu","345 Hahani St","Kailua","HI",96734,"21°23′25″.980 N","157°44′22″.920 S",NA,"first two hours free, $2 after",NA,NA,"24/7",2,"requires charge point card",2,"Paid","ChargePoint",2,"27 October 2015",21.39055,-157.7397
"TARGET CORP / KAILUA T2697",2,NA,NA,"TARGET CORP / KAILUA T2697 2",2,-157.7394305,21.3914281,184,735,"Target- Kailua","Target","Oahu","345 Hahani St","Kailua","HI",96734,"21°23′25″.980 N","157°44′22″.920 S",NA,"first two hours free, $2 after",NA,NA,"24/7",2,"requires charge point card",2,"Paid","ChargePoint",2,"27 October 2015",21.39055,-157.7397
"TARGET CORP / KAILUA T2697",2,NA,NA,"TARGET CORP / KAILUA T2697",2,-157.7394305,21.3914281,184,735,"Target- Kailua","Target","Oahu","345 Hahani St","Kailua","HI",96734,"21°23′25″.980 N","157°44′22″.920 S",NA,"first two hours free, $2 after",NA,NA,"24/7",2,"requires charge point card",2,"Paid","ChargePoint",2,"27 October 2015",21.39055,-157.7397
"TARGET CORP / KAHULUI T2660 2",2,NA,NA,"TARGET CORP / KAHULUI T2660 2",2,-156.4552368,20.8741306,198,765,"Target Corp Maui - Kahului","Parking lot","Maui","100 Ho'okele St","Kahului","HI",96732,"20°52′30″.936 N","156°27′23″.940 S",NA,"Free","First 2 hours free, $2/hr threafter",NA,"24/7",2,NA,1,"Free","ChargePoint",2,"08 April 2016",20.87526,-156.45665
"TARGET CORP / KAHULUI T2660 2",2,NA,NA,"TARGET CORP / KAHULUI T2660",2,-156.4552368,20.8741306,198,765,"Target Corp Maui - Kahului","Parking lot","Maui","100 Ho'okele St","Kahului","HI",96732,"20°52′30″.936 N","156°27′23″.940 S",NA,"Free","First 2 hours free, $2/hr threafter",NA,"24/7",2,NA,1,"Free","ChargePoint",2,"08 April 2016",20.87526,-156.45665
"TARGET CORP / KAHULUI T2660",2,NA,NA,"TARGET CORP / KAHULUI T2660 2",2,-156.4552368,20.8741306,198,765,"Target Corp Maui - Kahului","Parking lot","Maui","100 Ho'okele St","Kahului","HI",96732,"20°52′30″.936 N","156°27′23″.940 S",NA,"Free","First 2 hours free, $2/hr threafter",NA,"24/7",2,NA,1,"Free","ChargePoint",2,"08 April 2016",20.87526,-156.45665
"TARGET CORP / KAHULUI T2660",2,NA,NA,"TARGET CORP / KAHULUI T2660",2,-156.4552368,20.8741306,198,765,"Target Corp Maui - Kahului","Parking lot","Maui","100 Ho'okele St","Kahului","HI",96732,"20°52′30″.936 N","156°27′23″.940 S",NA,"Free","First 2 hours free, $2/hr threafter",NA,"24/7",2,NA,1,"Free","ChargePoint",2,"08 April 2016",20.87526,-156.45665
"TARGET CORP / HONOLULU T3978",2,NA,NA,"TARGET CORP / HONOLULU T3978",2,-157.929448,21.3553179,158,671,"Target- Honolulu","Middle row of parking lot - ground floor near entrance","Oahu","4380 Lawehana St","Honolulu","HI",96818,"21°21′20″.988 N","157°55′45″.372 S",NA,"Free for 3 hours","Free",NA,"M-Sat 8am-12am Sun 8am-11pm",2,"3 hours charging max. Will need to download Chargepoint app or have membership card to activate charge",1,"Free","ChargePoint",2,"01 April 2015",21.35583,-157.92927
"TARGET CORP / HONOLULU T3978",2,NA,NA,"TARGET CORP / HONOLULU T3978",2,-157.929448,21.3553179,248,887,"Target -Salt Lake","Parking Garage, lower level, ewa side of handicap parking. First two hour free","Oahu","4380 Lawehana St","Honolulu","HI",96819,"21°21′17″.388 N","157°55′43″.716 S",NA,"Free first 2hrs","n/a",NA,"24/7",2,"First two hour free, ChargePoint card required.",2,"Paid","ChargePoint",2,"16 May 2017",21.35483,-157.92881
"TARGET CORP / HILO T2682 2",2,NA,NA,"TARGET CORP / HILO T2682 2",2,-155.0599936,19.7010308,183,733,"Target- Hilo","In front of store, near ADA spot","Hawaii","391 Makaala Street","Hilo","HI",96720,"19°42′02″.772 N","155°03′33″.948 S",NA,"First two hours free, then $2/hr.","Free",NA,"24/7",2,"requires membership card to activate or can call to use credit card",1,"Free","ChargePoint",2,"27 October 2015",19.70077,-155.05943
"TARGET CORP / HILO T2682 2",2,NA,NA,"TARGET CORP / HILO T2682",2,-155.0599936,19.7010308,183,733,"Target- Hilo","In front of store, near ADA spot","Hawaii","391 Makaala Street","Hilo","HI",96720,"19°42′02″.772 N","155°03′33″.948 S",NA,"First two hours free, then $2/hr.","Free",NA,"24/7",2,"requires membership card to activate or can call to use credit card",1,"Free","ChargePoint",2,"27 October 2015",19.70077,-155.05943
"TARGET CORP / HILO T2682",2,NA,NA,"TARGET CORP / HILO T2682 2",2,-155.0599936,19.7010308,183,733,"Target- Hilo","In front of store, near ADA spot","Hawaii","391 Makaala Street","Hilo","HI",96720,"19°42′02″.772 N","155°03′33″.948 S",NA,"First two hours free, then $2/hr.","Free",NA,"24/7",2,"requires membership card to activate or can call to use credit card",1,"Free","ChargePoint",2,"27 October 2015",19.70077,-155.05943
"TARGET CORP / HILO T2682",2,NA,NA,"TARGET CORP / HILO T2682",2,-155.0599936,19.7010308,183,733,"Target- Hilo","In front of store, near ADA spot","Hawaii","391 Makaala Street","Hilo","HI",96720,"19°42′02″.772 N","155°03′33″.948 S",NA,"First two hours free, then $2/hr.","Free",NA,"24/7",2,"requires membership card to activate or can call to use credit card",1,"Free","ChargePoint",2,"27 October 2015",19.70077,-155.05943
"SP PLUS / STATION 1",2,NA,NA,"SP PLUS / STATION 1",2,-156.0408423,19.7393619,7,271,"Kona International Airport at Keahole","1st floor of parking structure across from entrance gate","Hawaii","73-200 Kupipi street","Kailua-Kona","HI",96740,"19°44′21″.766 N","156°02′27″.635 S","Parking Office","$7/session","24 hours $10.  16-30 minutes is $1, 31 minutes- 60 minutes $2, 61 minutes-2 hours $5, 2 hours-3 hours $8.","Kona International Airport at Keahole","24/7",2,"No overnight parking at EV Charger. Parking rates may apply. FYI Voltage is 240/30amps",2,"Paid","Recharge Power",2,"27 December 2012",19.7393794444444,-156.041009722222
"POHAI NANI / STATION 01",2,NA,NA,"POHAI NANI / STATION 01",2,-157.8571881,21.299434,41,367,"Cool Roof Store","Green spot for EV Charging in front of store.  Tesla charger available in garage","Oahu","575 Cooke Street","Honolulu","HI",96813,"21°17′58″.174 N","157°51′26″.136 S","Frank Rogers, (808) 383-6932, frank@leakmaster.com","$4 per session plus $2 per 30 minutes","Free","Green Energy Outlet","8:00am-5:00pm Mon-Fri, 8:00am-1:00pm Sat, or available 24/7 with a Charge Card",1,"Charging fee is $4.00 per session plus $2.00/30 minutes.  Pay inside during operating hours, or you can use a ChargePoint Card.  The Tesla Charger is available in the garage only during business hours.",1,"Paid","ChargePoint, Tesla",2,"27 December 2012",21.2994927777778,-157.85726
"PARKING GARAGE / SMC 1",2,NA,NA,"PARKING GARAGE / SMC 1",2,-157.8501322,21.3025814,156,667,"Straub Clinic & Hospital - Hawaii Pacific Health","2nd floor parking garage- first 2 stalls on the right when you turn on to the same level as the handicap stalls","Oahu","888 S King St","Honolulu","HI",96813,"21°18′09″.288 N","157°51′01″.944 S","Dong","$2 an hr",NA,NA,"24/7",2,NA,2,"Paid","ChargePoint",2,"31 March 2015",21.30258,-157.85054
"PALI MOMI / PMMC STATION #2",2,NA,NA,"PALI MOMI / PMMC STATION #2",2,-157.9382973,21.3835987,154,663,"Pali Momi Medical Center - Hawaii Pacific Health","Charging stations located P1 level visitor parking","Oahu","98-1079 Moanalua Rd","Aiea","HI",96701,"21°22′59″.808 N","157°56′18″.960 S","Jessica","Paid","Paid",NA,"24/7",2,NA,2,"Paid","ChargePoint",2,"31 March 2015",21.38328,-157.9386
"PALI MOMI / PMMC STATION #2",2,NA,NA,"PALI MOMI / PMMC STATION #1",2,-157.9382973,21.3835987,154,663,"Pali Momi Medical Center - Hawaii Pacific Health","Charging stations located P1 level visitor parking","Oahu","98-1079 Moanalua Rd","Aiea","HI",96701,"21°22′59″.808 N","157°56′18″.960 S","Jessica","Paid","Paid",NA,"24/7",2,NA,2,"Paid","ChargePoint",2,"31 March 2015",21.38328,-157.9386
"PALI MOMI / PMMC STATION #1",2,NA,NA,"PALI MOMI / PMMC STATION #2",2,-157.9382973,21.3835987,154,663,"Pali Momi Medical Center - Hawaii Pacific Health","Charging stations located P1 level visitor parking","Oahu","98-1079 Moanalua Rd","Aiea","HI",96701,"21°22′59″.808 N","157°56′18″.960 S","Jessica","Paid","Paid",NA,"24/7",2,NA,2,"Paid","ChargePoint",2,"31 March 2015",21.38328,-157.9386
"PALI MOMI / PMMC STATION #1",2,NA,NA,"PALI MOMI / PMMC STATION #1",2,-157.9382973,21.3835987,154,663,"Pali Momi Medical Center - Hawaii Pacific Health","Charging stations located P1 level visitor parking","Oahu","98-1079 Moanalua Rd","Aiea","HI",96701,"21°22′59″.808 N","157°56′18″.960 S","Jessica","Paid","Paid",NA,"24/7",2,NA,2,"Paid","ChargePoint",2,"31 March 2015",21.38328,-157.9386
"NCC DEMO / ALOHA CHARGE",2,NA,NA,"NCC DEMO / ALOHA CHARGE",2,-157.8358919,21.2896943,42,369,"Hawaii Convention Center","The charging station is located In parking structure, Aisle B next to pedestrian walkway","Oahu","1801 Kalakaua Ave","Honolulu","HI",96815,"21°17′23″.330 N","157°50′09″.312 S",NA,"$2.00/hour","$10","Hawaii Convention Center","Varies by event.",1,"Charging fee is $2/hour.",1,"Paid","Volta",2,"27 December 2012",21.2898138888889,-157.83592
"MAUI OCEAN CLUB / MARRIOTT MOC",1,NA,NA,"MAUI OCEAN CLUB / MARRIOTT MOC",1,-156.695292,20.915844,23,315,"Marriott Maui Ocean Club","The charging station is located in the Valet station","Maui","100 Nohea Kai Drive","Lahaina","HI",96761,"20°54′57″.038 N","156°41′43″.051 S","Jay Corpuz, Chief Engineer","Free","$14/Day for Self-Park, $16/Day Valet","Marriott Maui Ocean Club","24/7",1,NA,1,"Free","ChargePoint",2,"27 December 2012",20.9158438888889,-156.695291944444
"MAUI ELECTRIC / MECO 001",2,NA,NA,"MAUI ELECTRIC / MECO 001",2,-156.47213,20.884633,166,687,"Maui Electric Company Ltd.","In front of Maui Electric, Kahului Office","Maui","210 W Kamehameha Avenue","Kahului","HI",96733,"20°53′04″.668 N","156°28′19″.668 S",NA,"Mid day (9am-5pm) = $0.49/kWh, On-Peak (5pm-10pm) = $0.62/kWh, Off-Peak (10pm-9am) = $0.60/kWh",NA,NA,"24/7",1,"Major Credit Cards or Greenlots Network",1,"Paid","ABB",3,"01 April 2015",20.88463,-156.47213
"KO'OLINA BC / NAIA",2,NA,NA,"KO'OLINA BC / NAIA",2,-158.121542,21.33114,100,525,"Marriott's Ko Olina Beach Club","1 charging station each in Hale Moana Parking Tower, Hale Naia, and Hale Kona's ground floor valet services","Oahu","92-149 Waipahe Pl","Kapolei","HI",96707,"21°19′52″.104 N","158°07′17″.551 S","Randy","Free","$15 valet parking for day guests",NA,"24/7",6,"Day guests go to valet services at Hale Kona Parking. $15 parking includes charge. Registered Guests can use charging stations in Hale Moana and Hale Naia parking. Will be issued a charge card to access charger",3,"Free","ChargePoint",2,"19 March 2013",21.33114,-158.121541944444
"KO'OLINA BC / NAIA",2,NA,NA,"KO'OLINA BC / NAIA",2,-158.121542,21.33114,213,797,"Naia","On the location","Oahu","92-149 Waipahe Pl","Kapolei","HI",96707,"21°19′52″.104 N","158°07′17″.544 S","ChargePoint","Free","may apply",NA,"24",2,NA,1,"Free","ChargePoint",2,"01 August 2016",21.33114,-158.12154
